time,duration,scale_x,scale_y,angle,center_x,center_y,l_lid_top,l_lid_bottom,r_lid_top,r_lid_bottom,sound
0,99,0.9762095762452373,1.021684295887113,0.0,-0.9590385734853086,0.601640962343307,0.6432799893238844,0.6432799893238844,0.6432799893238844,0.6432799893238844,
99,66,0.9762095762452373,1.021684295887113,0.0,-0.9590385734853086,0.601640962343307,0.6432799893238844,0.6432799893238844,0.6432799893238844,0.6432799893238844,
165,99,1.0684286555134557,0.8571372534300743,0.27261124141093007,-0.6562492998513534,-0.6411378371971586,0.6317796107486834,0.6317796107486834,0.6317796107486834,0.6317796107486834,
264,462,0.9951185448184906,1.0143688887548403,0.15304188695679444,-2.2133814394109805,-2.1805986835203366,0.6365636415928881,0.6365636415928881,0.6365636415928881,0.6365636415928881,
726,231,0.9975285610493428,1.0112840560885508,0.14121725428887247,-2.275826811478339,-2.6641926053477794,0.6369017060066271,0.6369017060066271,0.6369017060066271,0.6369017060066271,
957,264,0.9815994489076328,1.1340615056772172,0.11985266983782483,-0.8514792981073853,-3.386481965479686,0.5740531507054644,0.5751883501606859,0.5837880628578314,0.5751883501606859,sad.wav
1221,297,0.7647882371049727,1.2036497047533017,0.12542642731813697,0.16672914448699874,-3.7038348460038857,0.6071372407119371,0.6082724401671586,0.6194517564338888,0.6082724401671586,
1518,198,0.8156541600225053,1.132213448632282,0.047180079720364095,0.06288250826486366,-2.349040695038956,0.6125818412580113,0.6137170407132329,0.6210148620192835,0.6137170407132331,
1716,330,0.9117882889020683,0.9692759774626555,0.0,0.0010953774319808428,2.629223105501733,0.5348842944809457,0.5642904125533033,0.5348483405107441,0.5713222755577705,
2046,330,1.0237966142494221,0.8473260149993084,0.0,0.0011642565483908755,4.9265770984525865,0.5237982968208501,0.5542772533764426,0.5237623428506485,0.5627395676918902,
2376,396,1.0938415373485695,0.8047735257065145,0.0,2.047931609404721e-07,6.479871947667917,0.530356416179361,0.5329269369347145,0.5303102358346674,0.5335271354833808,
2772,528,1.10647144369508,0.782530321313081,0.0,0.0,8.059971060339004,0.479613041240547,0.49446588915997647,0.47956099283160203,0.4942563369466898,
3300,33,1.1072127419876558,0.7773789468448858,0.0,0.0,8.075197615254051,0.4588096241984097,0.5130288239559637,0.4587575757894648,0.5129898990095436,
