time,duration,scale_x,scale_y,angle,center_x,center_y,l_lid_top,l_lid_bottom,r_lid_top,r_lid_bottom,sound
0,33,1.0,1.0,0.0,0.0,0.0,0.6,0.6,0.6,0.6,
33,33,0.9810807964124153,1.0094596788493602,0.0,0.0,-0.24279624318645016,0.6,0.6,0.6,0.6,
66,33,0.9559349928399793,0.9862844624286226,0.0,0.0,0.16286336933204026,0.576598486876868,0.5857735183176508,0.576598486876868,0.5857735183176508,
99,33,0.9844534503406241,0.8833619496041321,0.0,0.0,1.716484636312316,0.5287269150737987,0.5566709540613067,0.5287269150737987,0.5566709540613067,curious_short.wav
132,33,1.1138230261965478,0.6865506290594472,0.0,0.103214625426719,4.693290096202446,0.48988473594028203,0.533057628417023,0.48988473594028203,0.533057628417023,head_curious.wav
165,33,1.0831550983181824,0.7213573033222987,0.0,0.5525565804168578,3.6914673747960194,0.4721111397023885,0.5222525262008796,0.4721111397023885,0.5222525262008796,
198,33,0.9664222125724272,0.7994943646936175,0.0,1.519527912790091,-1.157931575124876,0.4633669361340476,0.5169366625967963,0.4633669361340476,0.5169366625967963,
231,66,0.9177534991548457,0.8708061037056367,0.0,2.1312835643568575,-5.5425503825581925,0.4610340059065386,0.5155184043425876,0.4610340059065386,0.5155184043425876,
297,66,0.9581709947742609,0.9124286906428223,0.0,2.1312835643568575,-6.926488968720959,0.4610340059065386,0.5155184043425876,0.4610340059065386,0.5155184043425876,
363,66,0.9859639113423905,0.8794249222128316,0.0,2.1312835643568575,-6.3923372337107685,0.4610340059065386,0.5155184043425876,0.4610340059065386,0.5155184043425876,
429,264,0.992146657612843,0.8591041306105021,0.0,2.1312835643568575,-5.979583620293803,0.4610340059065386,0.5155184043425876,0.4610340059065386,0.5155184043425876,
693,33,0.9931591727157347,0.8437325540389218,0.0,2.1312835643568575,-5.697020652912024,0.4610340059065386,0.5155184043425876,0.4610340059065386,0.5155184043425876,curious_short.wav
726,33,0.9735412696391291,0.8419188942886265,0.0,2.2079359503412417,-4.678975604545199,0.4610340059065386,0.5155184043425876,0.4610340059065386,0.5155184043425876,
759,33,0.9840023824492202,0.8301843793013721,0.0,2.638427889399423,-0.3696575904094065,0.4610340059065386,0.5155184043425876,0.4610340059065386,0.5155184043425876,
792,33,1.0408372654127598,0.7747876815468574,0.0,3.145571336072062,1.9912419995616233,0.4610340059065386,0.5155184043425876,0.4610340059065386,0.5155184043425876,
825,33,0.9887420441699178,0.8195241534094829,0.0,3.145571336072062,1.2535880041355583,0.4610340059065386,0.5155184043425876,0.4610340059065386,0.5155184043425876,
858,33,0.9745265749627054,0.8425365359614923,0.0,3.145571336072062,1.0019704627634667,0.4610340059065386,0.5155184043425876,0.4610340059065386,0.5155184043425876,
891,33,0.9767103949576685,0.8479705862039622,0.0,3.145571336072062,0.8938045848557579,0.4610340059065386,0.5155184043425876,0.4610340059065386,0.5155184043425876,
924,33,0.9775267796657856,0.8405003977136569,0.0,3.145571336072062,0.9867097190258178,0.4610340059065386,0.5155184043425876,0.4610340059065386,0.5155184043425876,
957,33,0.9779551723547976,0.8315246775836825,0.0,3.145571336072062,1.1056182265825854,0.4610340059065386,0.5155184043425876,0.4610340059065386,0.5155184043425876,
990,66,0.9782710983140688,0.8294057812019251,0.0,3.145571336072062,1.142215566904639,0.4610340059065386,0.5155184043425876,0.4610340059065386,0.5155184043425876,neutral_short.wav
1056,33,0.9785448037534374,0.8285136143043429,0.0,3.145571336072062,1.1576249733560253,0.4610340059065386,0.5155184043425876,0.4610340059065386,0.5155184043425876,curious_short.wav
1089,33,1.0066195263113593,0.6942188311752427,0.0,0.5061248247692129,2.763270792248832,0.4610340059065386,0.5155184043425876,0.4610340059065386,0.5155184043425876,
1122,33,0.9803984246357637,0.8126457659118674,0.0,-0.1642194792771221,0.18108684671736341,0.4610340059065386,0.5155184043425876,0.4610340059065386,0.5155184043425876,
1155,33,0.97043521239326,0.8424156036654825,0.0,-0.10802257132787219,-0.16850193767184066,0.4610340059065386,0.5155184043425876,0.4610340059065386,0.5155184043425876,
1188,33,0.9725012273350194,0.8467616399556896,0.0,-0.03129824333154119,-0.21844319258458358,0.4610340059065386,0.5155184043425876,0.4610340059065386,0.5155184043425876,
1221,33,0.9748375619887849,0.8396401801122397,0.0,-0.005385406494156086,-0.12970064559709651,0.4610340059065386,0.5155184043425876,0.4610340059065386,0.5155184043425876,
1254,231,0.9753606593702334,0.8320737084949623,0.0,0.0,-0.03640719876409724,0.4610340059065386,0.5155184043425876,0.4610340059065386,0.5155184043425876,
1485,33,0.9785448037534374,0.8285136143043429,0.0,0.0,0.0,0.4610340059065386,0.5155184043425876,0.4610340059065386,0.5155184043425876,
