time,duration,scale_x,scale_y,angle,center_x,center_y,l_lid_top,l_lid_bottom,r_lid_top,r_lid_bottom,sound
0,33,1.0,1.0,0.0,0.0,0.0,0.6,0.6,0.6,0.6,
33,99,1.0,1.0,0.0,0.0,0.0,0.6,0.6,0.6,0.6,surprised.wav
132,33,1.0069444447588074,0.9424459866997074,0.0,0.0,0.2756807430104615,0.6,0.6,0.6,0.6,
165,66,1.0444444464563676,0.8665979359507656,0.0,0.0,1.2719358535685217,0.6,0.6,0.6,0.6,
231,99,1.0810324273127792,1.0055968452314281,0.0,0.0,-1.1227867018150814,0.6,0.6,0.6,0.6,
330,33,1.076410204881317,1.0772412929190915,0.0,0.0,-1.7655015611122924,0.6,0.6,0.6,0.6,
363,33,1.076410204881317,1.0772412929190915,0.0,0.0,-1.7655015611122924,0.6,0.6,0.6,0.6,
396,33,1.0878904271294354,1.0701134269207602,0.0,0.0,-1.7655015611122924,0.6000010596366219,0.6000010596366219,0.6000010647157397,0.6000010647157397,
429,33,1.1171079045422492,1.0355371819665038,0.0,0.0,-1.6965467231700728,0.6000021106518407,0.6000021106518407,0.6000021207687518,0.6000021207687518,
462,33,1.210035877836975,0.8475493879330886,0.0,0.0,6.692715268551204,0.6000027100003369,0.6000027100003369,0.6000027229900835,0.6000027229900835,
495,33,1.3133816418027617,0.12229790151503739,0.0,0.0,8.879279682394403,0.08090406491636098,0.08090406491636098,0.08090406659170098,0.08090406659170098,
528,33,1.8930226240222066,0.09949961159609819,0.0,0.0,9.827506681438823,0.016838310592184432,0.016838310592184432,0.016838310871130868,0.016838310871130868,neutral.wav
561,33,1.263267516758399,0.6170110389807438,0.0,0.0,7.473846536546109,0.6135706818949752,0.6135838345699222,0.6135706948847219,0.6135838475596688,
594,33,1.0267727547600505,0.9837675465205781,0.0,0.0,4.854074285716777,0.6135706818949752,0.6135838345699222,0.6135706948847219,0.6135838475596688,emote_curious.wav
627,33,0.9419083799034556,1.1805843985106215,0.0,0.0,1.7675186732534307,0.6135706818949752,0.6135838345699222,0.6135706948847219,0.6135838475596688,
660,33,0.9552558139104177,1.1650266682745887,0.0,0.0,0.7860320311270144,0.6135706818949752,0.6135838345699222,0.6135706948847219,0.6135838475596688,
693,33,0.9834337301473387,1.1321825711096294,0.0,0.0,0.18888410580419546,0.6135706818949752,0.6135838345699222,0.6135706948847219,0.6135838475596688,
726,33,1.0113891891508089,1.0606404862868086,0.0,0.0,-0.28128975154569286,0.6135706818949752,0.6135838345699222,0.6135706948847219,0.6135838475596688,
759,33,1.0273319575480147,1.0420576418382126,0.0,0.0,-0.024459401724131392,0.6135706818949752,0.6135838345699222,0.6135706948847219,0.6135838475596688,
792,33,1.0233471108066066,1.0470844745212877,0.0,0.0,-0.0036979523726757093,0.6135706818949752,0.6135838345699222,0.6135706948847219,0.6135838475596688,
825,33,1.016373629009147,1.0558814317166636,0.0,0.0,-0.0012893189398017625,0.6135706818949752,0.6135838345699222,0.6135706948847219,0.6135838475596688,
858,33,1.0131542290957571,0.9791424416088671,0.0,0.0,-0.000746553640313882,0.6129353729351512,0.6129479098700561,0.6129353853167852,0.6129479222516903,
891,33,1.0078084583011344,0.7598881841580202,0.0,0.0,-0.00039172438827045683,0.608793801867944,0.6088023248013096,0.6087938102852998,0.6088023332186654,
924,66,1.0012936246097892,0.9377487884854125,0.0,0.0,-6.0082972497125016e-05,0.6015612427286252,0.6015627558816327,0.601561244223034,0.6015627573760415,
990,33,1.0,1.0,0.0,0.0,0.0,0.6,0.6,0.6,0.6,
