time,duration,scale_x,scale_y,angle,center_x,center_y,l_lid_top,l_lid_bottom,r_lid_top,r_lid_bottom,sound
0,33,0.996316434309449,0.9997914782899556,0.0,0.0,0.03233275444932815,0.6,0.6,0.6,0.6,
33,33,0.996316434309449,0.9997914782899556,0.0,0.0,0.03233275444932815,0.6,0.6,0.6,0.6,
66,33,1.1263777004798348,0.6865318533057947,0.0,-0.6809320992449983,1.764108399169448,0.6,0.6,0.6,0.6,emote_curious.wav
99,66,0.9689797964115914,0.9996031857106288,0.0,-2.398084927589167,3.355074471509578,0.592259709549871,0.592259709549871,0.592259709549871,0.592259709549871,
165,99,0.9406394177082,1.0947041891170866,0.0,-4.0384094521560385,3.7549487148521052,0.589895380051136,0.589895380051136,0.589895380051136,0.589895380051136,
264,132,0.9725521505558937,1.0134712417387872,0.0,-4.483572222289041,5.673299820072227,0.589895380051136,0.589895380051136,0.589895380051136,0.589895380051136,
396,33,0.9723103191650945,1.0136648264478942,0.0,-4.635186393271752,5.898964576358605,0.5900941978047595,0.5900941978047595,0.5900941978047595,0.5900941978047595,
429,33,1.033960564685883,0.7827255657093456,0.0,-3.8984100495549754,7.724238021115973,0.4621637062009883,0.4621637062009883,0.4621637062009883,0.4621637062009883,
462,66,0.9786830395058036,0.9851196677504576,0.0,-10.30757074939362,2.436059810136854,0.5642646645706265,0.5642646645706265,0.5642646645706265,0.5642646645706265,curious_short.wav
528,132,0.9593359056927757,1.0559576034648466,0.0,-10.88034132468455,1.6985931201510525,0.6,0.6,0.6,0.6,
660,198,0.9593359056927757,1.0559576034648466,0.0,-10.88034132468455,1.6985931201510525,0.6,0.6,0.6,0.6,
858,33,0.9593359056927757,1.0559576034648466,0.0,-10.88034132468455,1.6985931201510525,0.6,0.6,0.6,0.6,
891,33,0.9593359056927757,0.8669570637695826,0.0,-10.88034132468453,2.628080521251345,0.6,0.6,0.6,0.6,curious_short.wav
924,33,0.9595126140237981,0.5974835055244571,0.0,-10.063016670795335,6.011160024817865,0.6,0.6,0.6,0.6,
957,33,0.9838787244488528,0.15764631480253644,0.0,0.0,9.04523024258299,0.01,0.01,0.01,0.01,
990,33,1.426999999903594,0.07737204216732875,0.0,0.0,13.123073282320036,0.01,0.01,0.01,0.01,
1023,33,1.0809279690399132,0.370820203482991,0.0,0.0,12.759978583103834,0.6,0.6,0.6,0.6,
1056,66,0.8931328061542894,0.9241452408850999,0.0,0.0,5.768546419869523,0.6,0.6,0.6,0.6,
1122,66,0.954171737225278,1.0536289916969093,0.0,0.0,2.7253232081573735,0.6,0.6,0.6,0.6,
1188,33,1.0,1.0,0.0,0.0,0.0,0.6,0.6,0.6,0.6,
