time,duration,scale_x,scale_y,angle,center_x,center_y,l_lid_top,l_lid_bottom,r_lid_top,r_lid_bottom,sound
0,33,1.0,1.0,0.0,0.0,0.0,0.6,0.6,0.6,0.6,
33,33,0.9842882353002678,1.0600850889758056,0.0,0.0,-1.6331161018691391,0.6761219485787219,0.7562498945894803,0.6761219485787219,0.7562498945894803,
66,33,1.0070996447716252,0.6441633660222414,0.0,0.0,7.073794767095414,0.36817548168991243,0.4115889574425105,0.36817548168991243,0.4115889574425105,
99,33,1.1858097306242081,0.4612489239820946,0.0,0.0,11.018099651173882,0.36817548168991243,0.4115889574425105,0.36817548168991243,0.4115889574425105,head_curious.wav
132,33,1.008532061898151,0.5474602543705767,0.0,0.0,8.60090656428254,0.4405948977025627,0.4926424731484356,0.4405948977025627,0.4926424731484356,curious_short.wav
165,33,0.9758086342184122,0.9833953857854282,0.0,0.0,0.9103265984663409,0.5484925124688828,0.613404024326453,0.5484925124688828,0.613404024326453,
198,66,0.9801828817552687,1.1714699498797814,0.0,0.0,-1.3598286620839803,0.573912458998575,0.6418546270616128,0.573912458998575,0.6418546270616128,
264,33,1.0594767599741317,1.2742394528478684,0.0,0.0,-3.045110381564494,0.573912458998575,0.6418546270616128,0.573912458998575,0.6418546270616128,
297,33,1.104521238320896,1.266131238005301,0.0,0.0,-3.3075404389826404,0.573912458998575,0.6418546270616128,0.573912458998575,0.6418546270616128,
330,33,1.1217058401108264,1.2581719012644603,0.0,0.0,-3.3853048299922315,0.573912458998575,0.6418546270616128,0.573912458998575,0.6418546270616128,
363,33,1.1357205355936038,1.2506652082576515,0.0,0.0,-3.3679963326816083,0.573912458998575,0.6418546270616128,0.573912458998575,0.6418546270616128,
396,33,1.1467570886499696,1.2438658498059443,0.0,0.0,-3.285907061989376,0.573912458998575,0.6418546270616128,0.573912458998575,0.6418546270616128,
429,33,1.1550072631606665,1.2380206906197688,0.0,0.0,-3.169329132854141,0.573912458998575,0.6418546270616128,0.573912458998575,0.6418546270616128,
462,33,1.1606628230064358,1.233397573378106,0.0,0.0,-3.0485546602145015,0.573912458998575,0.6418546270616128,0.573912458998575,0.6418546270616128,
495,198,1.1639155320680201,1.2303138942805776,0.0,0.0,-2.9538757590090805,0.573912458998575,0.6418546270616128,0.573912458998575,0.6418546270616128,
693,33,1.1685176441261502,1.2223960124106745,0.0,0.0,-2.9155845441764696,0.573912458998575,0.6418546270616128,0.573912458998575,0.6418546270616128,
726,33,1.1416937504817737,1.0137699226426078,0.0,-3.016755386597346,-3.5291236066952805,0.559815964847429,0.6174298322270663,0.559815964847429,0.6174298322270663,
759,33,1.1343840079690257,1.065765524184101,0.0,-3.5880002007334113,-3.6337837691362203,0.559815964847429,0.6174298322270663,0.559815964847429,0.6174298322270663,
792,33,1.1329947481749085,1.140595558484861,0.0,-3.639720081308205,-3.6991174378267666,0.559815964847429,0.6174298322270663,0.559815964847429,0.6174298322270663,
